Gene ID,Gene Name,root,leaf,flower bud,flower,1 cm fruit,2 cm fruit,3 cm fruit,mature green fruit,breaker fruit,fruit at 10 days after the breaker stage
Solyc12g088510.1,Solyc12g088510.1,,0.4,0.6,2,,,,0.1,,
Solyc12g088520.1,Solyc12g088520.1,1,0.5,0.5,0.5,3,2,2,2,0.6,0.2
Solyc12g088530.1,Solyc12g088530.1,15,4,19,8,48,40,39,19,3,0.2
Solyc12g088620.1,Solyc12g088620.1,,,0.2,0.1,,,,,,
Solyc12g088640.1,Solyc12g088640.1,0.3,5,7,3,8,3,0.8,2,1,1
Solyc12g088650.1,Solyc12g088650.1,20,16,7,7,13,9,3,2,0.2,0.1
Solyc12g088660.1,Solyc12g088660.1,46,18,30,38,18,20,11,26,20,25
Solyc12g088670.1,Solyc12g088670.1,1432,1400,302,1511,39,18,13,82,30,10
Solyc12g088680.1,Solyc12g088680.1,21,3,22,16,10,3,5,6,10,18
Solyc12g088690.1,Solyc12g088690.1,0.1,3,0.7,0.8,1,3,4,3,0.2,
Solyc12g088700.1,Solyc12g088700.1,,8,3,5,8,13,12,13,1,
Solyc12g088710.1,Solyc12g088710.1,,0.5,0.1,0.1,0.2,0.4,0.8,0.9,,
Solyc12g088720.1,Solyc12g088720.1,432,162,292,306,463,397,387,367,287,311
Solyc12g088730.1,Solyc12g088730.1,49,29,32,27,53,55,34,43,39,56
Solyc12g088740.1,Solyc12g088740.1,45,20,19,22,19,24,29,21,25,17
Solyc12g088750.1,Solyc12g088750.1,30,43,18,15,30,25,15,15,6,3
Solyc12g088760.1,Solyc12g088760.1,79,7,4,6,0.2,0.4,,0.3,,0.1
Solyc12g088790.1,Solyc12g088790.1,0.9,,,,,,,,,
Solyc12g088800.1,Solyc12g088800.1,3,0.3,0.3,0.2,0.1,,,,,
Solyc12g088810.1,Solyc12g088810.1,6,4,2,3,4,6,8,8,8,10
Solyc12g088820.1,Solyc12g088820.1,17,23,2,3,11,7,3,8,7,2
Solyc12g088830.1,Solyc12g088830.1,0.2,1,47,65,0.5,1,4,12,16,17
Solyc12g088840.1,Solyc12g088840.1,7,76,43,91,13,21,51,6,0.5,0.4
Solyc12g088850.1,Solyc12g088850.1,0.5,,,,,,,0.3,,
Solyc12g088860.1,Solyc12g088860.1,3,,,,,,,,,
Solyc12g088870.1,Solyc12g088870.1,35,86,11,20,0.5,1,5,2,0.5,0.8
Solyc12g088880.1,Solyc12g088880.1,25,7,6,7,10,8,8,8,4,2
Solyc12g088890.1,Solyc12g088890.1,3,0.9,2,1,2,1,1,0.8,0.5,0.8
Solyc12g088900.1,Solyc12g088900.1,53,32,37,33,57,51,32,41,32,43
Solyc12g088910.1,Solyc12g088910.1,19,9,17,4,7,14,9,9,0.4,0.4
Solyc12g088920.1,Solyc12g088920.1,15,7,11,9,10,13,14,12,11,19
Solyc12g088930.1,Solyc12g088930.1,0.2,5,25,19,1,2,2,0.3,0.1,
Solyc12g088940.1,Solyc12g088940.1,14,2,0.7,1,0.9,2,1,5,0.2,0.2
Solyc12g088950.1,Solyc12g088950.1,0.8,0.3,4,14,0.2,0.5,0.2,0.3,0.4,0.9
Solyc12g088960.1,Solyc12g088960.1,62,24,42,28,52,49,45,44,41,40
Solyc12g088970.1,Solyc12g088970.1,14,,,,,,,,,
Solyc12g088980.1,Solyc12g088980.1,0.1,,13,6,,,0.1,0.1,,
Solyc12g088990.1,Solyc12g088990.1,38,22,20,19,43,46,36,43,33,32
Solyc12g089000.1,Solyc12g089000.1,12,6,19,21,12,17,29,39,71,78
Solyc12g089010.1,Solyc12g089010.1,1,0.5,2,0.6,1,2,2,1,0.4,1
Solyc12g089020.1,Solyc12g089020.1,2,0.1,,0.2,0.2,0.2,,0.2,,0.3
Solyc12g089030.1,Solyc12g089030.1,45,25,30,28,55,52,50,70,50,44
Solyc12g089040.1,Solyc12g089040.1,71,30,45,51,96,91,96,152,131,138
Solyc12g089050.1,Solyc12g089050.1,,3,4,4,2,1,0.2,0.1,,
Solyc12g089060.1,Solyc12g089060.1,30,35,29,29,24,21,24,32,17,14
Solyc12g089070.1,Solyc12g089070.1,,,2,,,,,,,
Solyc12g089080.1,Solyc12g089080.1,0.3,,0.6,0.2,,,,,,
Solyc12g089090.1,Solyc12g089090.1,24,14,20,26,13,20,22,26,20,20
Solyc12g089100.1,Solyc12g089100.1,18,7,15,9,12,7,5,1,0.9,0.2
Solyc12g089110.1,Solyc12g089110.1,634,764,570,664,368,532,575,577,553,293
Solyc12g089130.1,Solyc12g089130.1,86,1,22,4,2,5,7,17,18,20
Solyc12g089140.1,Solyc12g089140.1,41,62,65,64,23,37,71,45,55,34
Solyc12g089150.1,Solyc12g089150.1,73,78,90,101,105,74,100,94,117,72
Solyc12g089160.1,Solyc12g089160.1,8,30,10,17,19,17,12,21,16,15
Solyc12g089180.1,Solyc12g089180.1,44,41,21,35,13,16,14,32,23,34
Solyc12g089190.1,Solyc12g089190.1,0.9,1,,,,,,,,
Solyc12g089200.1,Solyc12g089200.1,0.7,,0.4,,,,,0.4,,
Solyc12g089210.1,Solyc12g089210.1,10,44,13,12,29,42,46,20,26,34
Solyc12g089220.1,Solyc12g089220.1,18,358,48,141,4,10,33,38,120,120
Solyc12g089230.1,Solyc12g089230.1,,4,4,2,0.2,,0.4,,0.2,
Solyc12g089240.1,Solyc12g089240.1,54,12,0.7,0.6,6,13,21,40,170,234
Solyc12g089250.1,Solyc12g089250.1,0.5,0.1,0.8,0.5,0.3,,,,,
Solyc12g089260.1,Solyc12g089260.1,15,4,11,9,7,10,12,14,11,12
Solyc12g089270.1,Solyc12g089270.1,2,,0.1,,,,0.2,,,
Solyc12g089280.1,Solyc12g089280.1,29,12,10,12,20,17,14,17,12,18
Solyc12g089290.1,Solyc12g089290.1,8,4,14,9,8,9,13,6,3,2
Solyc12g089300.1,Solyc12g089300.1,0.9,1,0.1,3,0.2,0.6,0.2,13,251,72
Solyc12g089310.1,Solyc12g089310.1,1,0.6,19,4,0.6,,0.1,0.1,,
Solyc12g089320.1,Solyc12g089320.1,24,6,7,12,7,11,15,14,15,15
Solyc12g089330.1,Solyc12g089330.1,0.4,0.5,13,1,,,,,,
Solyc12g089340.1,Solyc12g089340.1,21,9,10,10,18,20,24,28,28,56
Solyc12g089350.1,Solyc12g089350.1,0.6,0.7,0.3,0.2,,0.1,,,,
Solyc12g089360.1,Solyc12g089360.1,12,,,,,,,,,
Solyc12g089370.1,Solyc12g089370.1,21,,,,,,,,,
Solyc12g089380.1,Solyc12g089380.1,36,0.2,1,,,,,,,
Solyc12g094380.1,Solyc12g094380.1,19,44,114,63,20,23,76,27,55,7
Solyc12g094390.1,Solyc12g094390.1,14,8,1,3,2,,,2,0.4,0.1
Solyc12g094400.1,Solyc12g094400.1,0.5,2,1,0.9,0.1,,,,0.1,0.2
Solyc12g094410.1,Solyc12g094410.1,77,0.4,,,,0.1,,,,
Solyc12g094420.1,Solyc12g094420.1,6,3,4,4,3,6,10,10,17,32
Solyc12g094430.1,Solyc12g094430.1,40,52,40,62,76,92,100,55,67,55
Solyc12g094440.1,Solyc12g094440.1,,5,0.5,0.9,,,,,,
Solyc12g094450.1,Solyc12g094450.1,83,31,43,41,46,51,36,73,72,42
Solyc12g094460.1,Solyc12g094460.1,87,0.1,4,1,1,2,0.1,2,,0.2
Solyc12g094470.1,Solyc12g094470.1,3,,2,0.1,,,,,,
Solyc12g094480.1,Solyc12g094480.1,9,3,8,3,7,9,10,8,2,0.1
Solyc12g094490.1,Solyc12g094490.1,22,6,8,13,9,23,48,28,25,21
Solyc12g094500.1,Solyc12g094500.1,23,46,15,19,23,22,15,20,10,3
Solyc12g094510.1,Solyc12g094510.1,32,16,81,83,25,19,35,30,26,24
Solyc12g094520.1,Solyc12g094520.1,40,29,44,15,20,21,18,25,23,40
Solyc12g094530.1,Solyc12g094530.1,2,,,,,,,,,
Solyc12g094540.1,Solyc12g094540.1,80,19,24,22,37,36,74,94,86,49
Solyc12g094550.1,Solyc12g094550.1,17,12,5,11,3,3,5,15,32,20
Solyc12g094570.1,Solyc12g094570.1,10,5,11,14,7,6,15,8,7,3
Solyc12g094580.1,Solyc12g094580.1,6,4,7,9,5,6,12,6,5,1
Solyc12g094590.1,Solyc12g094590.1,21,6,9,10,13,17,19,19,18,21
Solyc12g094600.1,Solyc12g094600.1,0.5,,2,,0.7,0.3,0.1,0.1,,
Solyc12g094610.1,Solyc12g094610.1,0.2,0.1,57,82,0.1,0.4,0.5,0.4,0.2,
Solyc12g094620.1,Solyc12g094620.1,593,974,1170,1343,304,550,1156,2840,8341,1592
Solyc12g094630.1,Solyc12g094630.1,54,466,240,279,205,253,266,128,207,125
Solyc12g094640.1,Solyc12g094640.1,0.1,859,221,253,29,18,11,7,1,
Solyc12g094650.1,Solyc12g094650.1,16,6,4,5,8,20,11,14,4,2
Solyc12g094660.1,Solyc12g094660.1,2,4,5,4,6,9,10,6,2,0.7
Solyc12g094670.1,Solyc12g094670.1,,,0.4,0.4,,,,,,
Solyc12g094680.1,Solyc12g094680.1,0.1,,29,46,,,0.1,0.2,,0.1
Solyc12g094690.1,Solyc12g094690.1,11,2,12,3,0.8,0.4,0.2,0.5,1,0.1
Solyc12g094700.1,Solyc12g094700.1,100,25,13,2,9,4,2,,0.2,
Solyc12g094710.1,Solyc12g094710.1,11,37,80,68,93,47,47,47,40,53
Solyc12g094720.1,Solyc12g094720.1,,56,8,9,2,1,0.4,2,0.8,0.2
Solyc12g094730.1,Solyc12g094730.1,,,,,,,0.1,3,5,
Solyc12g095740.1,Solyc12g095740.1,,0.2,,,,,,,,
Solyc12g095750.1,Solyc12g095750.1,,12,18,44,1,0.2,,0.2,0.3,0.1
Solyc12g095760.1,Solyc12g095760.1,150,27,73,43,108,133,96,147,90,13
Solyc12g095770.1,Solyc12g095770.1,49,120,63,103,82,80,92,107,91,97
Solyc12g095780.1,Solyc12g095780.1,52,23,27,20,42,52,37,44,16,6
Solyc12g095790.1,Solyc12g095790.1,97,44,114,45,79,98,43,74,57,39
Solyc12g095800.1,Solyc12g095800.1,83,18,45,46,39,57,77,67,51,31
Solyc12g095810.1,Solyc12g095810.1,1,0.2,0.4,0.9,1,2,3,2,2,6
Solyc12g095820.1,Solyc12g095820.1,17,8,13,7,19,16,13,19,9,10
Solyc12g095830.1,Solyc12g095830.1,110,56,63,104,72,77,97,87,113,99
Solyc12g095840.1,Solyc12g095840.1,17,10,10,10,17,17,11,18,18,27
Solyc12g095850.1,Solyc12g095850.1,8,21,9,8,15,15,11,9,2,3
Solyc12g095860.1,Solyc12g095860.1,55,26,25,24,34,63,67,54,45,43
Solyc12g095870.1,Solyc12g095870.1,15,2,21,18,12,11,7,9,3,3
Solyc12g095880.1,Solyc12g095880.1,108,24,35,35,32,42,31,38,72,112
Solyc12g095890.1,Solyc12g095890.1,31,18,17,21,22,27,32,31,22,22
Solyc12g095900.1,Solyc12g095900.1,24,24,7,13,13,23,34,21,16,12
Solyc12g095910.1,Solyc12g095910.1,408,195,37,67,128,201,286,208,205,174
Solyc12g095920.1,Solyc12g095920.1,31,11,22,23,46,41,77,56,42,43
Solyc12g095930.1,Solyc12g095930.1,30,16,19,21,38,33,25,25,15,21
Solyc12g095940.1,Solyc12g095940.1,16,11,18,14,28,31,22,29,23,24
Solyc12g095950.1,Solyc12g095950.1,2,0.4,2,0.2,3,3,0.2,0.8,,
Solyc12g095960.1,Solyc12g095960.1,355,114,128,202,232,353,550,464,336,286
Solyc12g095970.1,Solyc12g095970.1,,3,0.4,0.3,,,,,,
Solyc12g095980.1,Solyc12g095980.1,12,4,5,3,19,38,6,25,0.8,0.2
Solyc12g095990.1,Solyc12g095990.1,408,90,127,179,303,346,398,404,432,421
Solyc12g096000.1,Solyc12g096000.1,217,82,87,102,172,201,221,338,391,268
Solyc12g096010.1,Solyc12g096010.1,3,2,26,48,4,9,8,7,2,2
Solyc12g096020.1,Solyc12g096020.1,60,29,27,51,16,31,24,34,32,27
Solyc12g096030.1,Solyc12g096030.1,11,3,3,3,11,25,16,15,10,4
Solyc12g096040.1,Solyc12g096040.1,38,11,24,24,48,45,36,35,27,57
Solyc12g096050.1,Solyc12g096050.1,29,7,11,18,10,18,20,25,32,25
Solyc12g096060.1,Solyc12g096060.1,87,29,90,48,51,57,41,43,58,82
Solyc12g096070.1,Solyc12g096070.1,12,3,5,7,4,3,4,3,7,7
Solyc12g096080.1,Solyc12g096080.1,,,0.3,0.4,0.1,0.1,,,,
Solyc12g096090.1,Solyc12g096090.1,5,12,7,5,6,5,9,10,14,11
Solyc12g096100.1,Solyc12g096100.1,0.9,63,16,10,24,35,27,11,5,0.4
Solyc12g096110.1,Solyc12g096110.1,3,0.2,0.3,0.2,0.6,0.2,0.6,,,
Solyc12g096120.1,Solyc12g096120.1,83,60,109,99,84,138,132,132,116,69
Solyc12g096130.1,Solyc12g096130.1,6,1,2,3,3,9,15,3,5,2
Solyc12g096140.1,Solyc12g096140.1,19,8,11,14,22,31,36,24,17,27
Solyc12g096150.1,Solyc12g096150.1,224,89,171,150,451,301,143,198,165,222
Solyc12g096160.1,Solyc12g096160.1,33,16,15,15,21,20,15,24,18,18
Solyc12g096170.1,Solyc12g096170.1,10,2,6,4,15,10,5,5,2,0.5
Solyc12g096180.1,Solyc12g096180.1,3,0.6,0.8,0.3,1,1,0.6,0.5,0.1,
Solyc12g096190.1,Solyc12g096190.1,43,20,46,55,197,264,259,204,206,92
Solyc12g096200.1,Solyc12g096200.1,0.8,,0.3,,,,,,,
Solyc12g096210.1,Solyc12g096210.1,2,0.6,1,,,,,2,1,
Solyc12g096220.1,Solyc12g096220.1,284,122,144,132,269,295,382,308,267,139
Solyc12g096230.1,Solyc12g096230.1,5,4,3,3,4,5,7,5,6,7
Solyc12g096240.1,Solyc12g096240.1,4,0.6,,,,,,,,
Solyc12g096250.1,Solyc12g096250.1,7,1,4,1,1,0.5,0.6,0.7,1,0.6
Solyc12g096260.1,Solyc12g096260.1,,,,,0.2,,,,,
Solyc12g096270.1,Solyc12g096270.1,56,31,43,47,52,63,70,65,60,57
Solyc12g096280.1,Solyc12g096280.1,18,3,6,5,7,6,8,13,9,11
Solyc12g096290.1,Solyc12g096290.1,6,3,6,4,10,14,6,9,4,7
Solyc12g096300.1,Solyc12g096300.1,536,189,346,289,885,649,458,431,350,344
Solyc12g096310.1,Solyc12g096310.1,9,0.9,18,5,4,1,3,5,55,6
Solyc12g096320.1,Solyc12g096320.1,21,28,55,36,28,19,18,4,6,0.5
Solyc12g096330.1,Solyc12g096330.1,7,12,10,12,10,15,26,7,7,9
Solyc12g096340.1,Solyc12g096340.1,79,36,66,47,42,37,44,49,68,69
Solyc12g096350.1,Solyc12g096350.1,3,5,2,3,16,8,4,31,16,5
Solyc12g096360.1,Solyc12g096360.1,,,,,,,0.2,,,
Solyc12g096370.1,Solyc12g096370.1,13,5,7,6,9,11,9,9,6,5
Solyc12g096390.1,Solyc12g096390.1,39,44,25,22,46,39,48,34,33,16
Solyc12g096400.1,Solyc12g096400.1,8,,8,14,0.7,,2,1,0.9,
Solyc12g096410.1,Solyc12g096410.1,5,,7,7,0.1,0.4,3,2,1,0.2
Solyc12g096420.1,Solyc12g096420.1,77,15,28,93,12,25,31,26,53,28
Solyc12g096430.1,Solyc12g096430.1,0.7,0.5,3,0.7,0.3,0.7,0.6,0.7,0.8,1
Solyc12g096450.1,Solyc12g096450.1,30,18,18,26,34,30,23,31,25,60
Solyc12g096460.1,Solyc12g096460.1,40,13,15,12,10,14,18,21,21,14
Solyc12g096470.1,Solyc12g096470.1,137,65,69,80,73,76,85,62,71,77
Solyc12g096480.1,Solyc12g096480.1,19,0.5,2,0.7,2,1,0.6,1,0.6,0.7
Solyc12g096490.1,Solyc12g096490.1,5,1,1,0.7,1,1,2,0.5,0.1,
Solyc12g096500.1,Solyc12g096500.1,18,349,167,148,131,94,149,86,26,6
Solyc12g096510.1,Solyc12g096510.1,1,5,1,1,2,2,4,2,2,3
Solyc12g096520.1,Solyc12g096520.1,172,72,136,141,80,97,74,89,119,142
Solyc12g096530.1,Solyc12g096530.1,0.1,7,4,0.6,6,0.4,,0.1,0.2,0.1
Solyc12g096540.1,Solyc12g096540.1,630,281,419,344,1011,638,831,478,421,280
Solyc12g096550.1,Solyc12g096550.1,28,77,33,68,33,77,49,70,97,96
Solyc12g096560.1,Solyc12g096560.1,124,41,96,67,131,159,200,191,136,74
Solyc12g096570.1,Solyc12g096570.1,21,3,18,44,22,50,30,33,125,71
Solyc12g096580.1,Solyc12g096580.1,9,8,16,37,6,10,16,20,27,24
Solyc12g096590.1,Solyc12g096590.1,57,29,23,13,57,49,32,16,15,18
Solyc12g096600.1,Solyc12g096600.1,10,6,3,5,3,4,5,3,3,4
Solyc12g096610.1,Solyc12g096610.1,24,14,6,8,4,5,8,5,6,8
Solyc12g096620.1,Solyc12g096620.1,44,,0.1,,,,,,,
Solyc12g096630.1,Solyc12g096630.1,15,,,,0.4,0.6,0.1,0.2,,
Solyc12g096640.1,Solyc12g096640.1,0.6,,165,224,0.3,,0.6,0.4,0.1,
Solyc12g096650.1,Solyc12g096650.1,86,48,43,51,43,43,49,45,43,37
Solyc12g096660.1,Solyc12g096660.1,0.5,0.1,3,0.6,0.7,0.7,1,0.9,0.7,1
Solyc12g096670.1,Solyc12g096670.1,39,22,12,17,19,40,48,57,99,82
Solyc12g096680.1,Solyc12g096680.1,2,0.2,0.4,0.6,1,1,0.9,1,0.9,2
Solyc12g096690.1,Solyc12g096690.1,51,28,26,36,43,41,31,48,48,66
Solyc12g096700.1,Solyc12g096700.1,445,178,240,158,704,547,672,532,508,307
Solyc12g096710.1,Solyc12g096710.1,7,3,1,1,1,2,1,6,16,26
Solyc12g096720.1,Solyc12g096720.1,0.9,0.7,0.7,0.4,,0.4,0.7,2,1,3
Solyc12g096730.1,Solyc12g096730.1,0.7,0.1,0.8,0.1,,,,0.3,0.2,0.4
Solyc12g096740.1,Solyc12g096740.1,0.1,,0.2,0.7,0.1,,,,,
Solyc12g096750.1,Solyc12g096750.1,0.1,,0.4,0.9,,0.1,,,,
Solyc12g096760.1,Solyc12g096760.1,82,53,40,54,63,89,100,117,104,70
Solyc12g096770.1,Solyc12g096770.1,9,4,70,8,28,28,5,0.5,0.2,
Solyc12g096780.1,Solyc12g096780.1,2,0.3,285,9,37,15,2,,,
Solyc12g096790.1,Solyc12g096790.1,0.1,,24,0.1,4,3,0.2,,,
Solyc12g096800.1,Solyc12g096800.1,,,0.4,,0.1,0.1,,,,
Solyc12g096810.1,Solyc12g096810.1,5,1,3,4,6,5,5,7,2,8
Solyc12g096820.1,Solyc12g096820.1,0.4,4,25,9,24,14,11,5,2,0.3
Solyc12g096830.1,Solyc12g096830.1,18,22,8,12,24,34,54,32,31,13
Solyc12g096840.1,Solyc12g096840.1,4,,0.3,8,,,,,,
Solyc12g096850.1,Solyc12g096850.1,0.2,,0.1,0.1,0.5,0.3,0.3,0.1,,
Solyc12g096860.1,Solyc12g096860.1,9,2,1,0.4,11,8,3,3,,0.3
Solyc12g096870.1,Solyc12g096870.1,10,7,5,2,28,52,48,17,0.3,0.2
Solyc12g096880.1,Solyc12g096880.1,0.3,0.4,0.1,0.1,0.4,,,3,0.2,0.2
Solyc12g096890.1,Solyc12g096890.1,0.8,3,0.7,0.3,0.6,0.4,,6,1,0.8
Solyc12g096900.1,Solyc12g096900.1,1,72,11,9,37,22,14,18,6,1
Solyc12g096910.1,Solyc12g096910.1,,,,,,0.2,0.2,,0.2,
Solyc12g096920.1,Solyc12g096920.1,4,0.6,0.2,0.1,0.8,2,0.6,2,0.5,0.3
Solyc12g096930.1,Solyc12g096930.1,0.1,,0.2,,0.2,0.2,,,,
Solyc12g096940.1,Solyc12g096940.1,0.1,0.1,10,5,0.6,0.1,0.5,0.1,,
Solyc12g096950.1,Solyc12g096950.1,0.6,0.3,6,1,2,1,0.8,1,0.1,0.6
Solyc12g096960.1,Solyc12g096960.1,6,1,0.5,1,3,7,2,2,,0.2
Solyc12g096970.1,Solyc12g096970.1,0.3,,12,33,0.1,0.2,,0.1,,
Solyc12g096980.1,Solyc12g096980.1,7,0.9,1,,2,1,0.3,,,
Solyc12g096990.1,Solyc12g096990.1,13,5,7,7,11,16,12,10,5,6
Solyc12g097000.1,Solyc12g097000.1,0.1,1,3,1,6,4,1,2,0.1,0.2
Solyc12g097010.1,Solyc12g097010.1,0.1,4,2,0.3,2,1,0.8,0.2,,
Solyc12g097020.1,Solyc12g097020.1,0.1,0.5,0.3,0.1,0.6,0.5,0.1,0.1,0.1,
Solyc12g097030.1,Solyc12g097030.1,8,50,19,25,13,16,12,10,6,9
Solyc12g097040.1,Solyc12g097040.1,52,20,75,55,100,77,64,49,70,73
Solyc12g097050.1,Solyc12g097050.1,,,10,17,0.3,,0.3,,,0.2
Solyc12g097060.1,Solyc12g097060.1,19,1,,0.2,0.3,2,0.6,0.4,,0.4
Solyc12g097070.1,Solyc12g097070.1,7,2,8,4,7,8,6,7,6,8
Solyc12g097080.1,Solyc12g097080.1,47,,1,0.3,,,0.1,,2,
Solyc12g097090.1,Solyc12g097090.1,16,0.2,2,0.5,,,,,,
Solyc12g098090.1,Solyc12g098090.1,,,,,,0.1,,,,
Solyc12g098100.1,Solyc12g098100.1,1,0.1,0.1,,,0.1,,,,
Solyc12g098110.1,Solyc12g098110.1,6,,0.8,2,0.5,,0.6,,,
Solyc12g098120.1,Solyc12g098120.1,,0.1,43,113,0.3,,0.7,,,
Solyc12g098130.1,Solyc12g098130.1,,2,0.1,,0.2,,0.2,,,
Solyc12g098140.1,Solyc12g098140.1,,,62,0.2,,,,,,
Solyc12g098150.1,Solyc12g098150.1,184,76,95,72,223,207,110,105,96,98
Solyc12g098160.1,Solyc12g098160.1,20,9,7,8,8,11,9,10,8,10
Solyc12g098170.1,Solyc12g098170.1,7,,,,,,,,,
Solyc12g098180.1,Solyc12g098180.1,,,16,2,,,,,,
Solyc12g098190.1,Solyc12g098190.1,11,2,4,7,3,6,10,21,25,35
Solyc12g098200.1,Solyc12g098200.1,,,12,24,,,,,,
Solyc12g098210.1,Solyc12g098210.1,1,,,,,0.1,0.1,,,
Solyc12g098220.1,Solyc12g098220.1,7,8,7,9,10,4,2,6,3,3
Solyc12g098230.1,Solyc12g098230.1,0.2,0.5,,5,0.2,,0.4,3,0.8,0.3
Solyc12g098240.1,Solyc12g098240.1,5,,0.2,,,,,,,
Solyc12g098260.1,Solyc12g098260.1,10,,,,,,,,,
Solyc12g098270.1,Solyc12g098270.1,0.9,,,,,,,,,
Solyc12g098290.1,Solyc12g098290.1,20,,,,,,,,,
Solyc12g098300.1,Solyc12g098300.1,5,,,,,,,,,
Solyc12g098310.1,Solyc12g098310.1,57,21,44,57,33,43,88,44,53,24
Solyc12g098320.1,Solyc12g098320.1,308,,5,2,0.4,0.5,1,1,3,
Solyc12g098330.1,Solyc12g098330.1,157,53,95,89,212,158,140,127,106,130
Solyc12g098340.1,Solyc12g098340.1,,0.1,,,0.1,6,25,88,29,0.5
Solyc12g098350.1,infA,28,147,37,57,73,90,102,63,120,145
Solyc12g098360.1,Solyc12g098360.1,5,2,3,3,10,10,6,5,2,4
Solyc12g098370.1,Solyc12g098370.1,31,24,26,24,53,40,30,35,10,5
Solyc12g098380.1,Solyc12g098380.1,18,9,7,11,7,14,24,16,8,13
Solyc12g098390.1,Solyc12g098390.1,8,2,2,0.9,3,2,3,1,0.2,
Solyc12g098400.1,Solyc12g098400.1,0.1,0.1,3,2,,,,0.1,0.1,0.3
Solyc12g098410.1,Solyc12g098410.1,7,1,3,4,3,0.3,0.5,1,,0.1
Solyc12g098420.1,Solyc12g098420.1,81,44,47,72,83,86,47,69,68,77
Solyc12g098430.1,Solyc12g098430.1,24,17,25,17,38,29,15,16,13,17
Solyc12g098440.1,Solyc12g098440.1,91,67,60,61,85,65,67,79,86,69
Solyc12g098450.1,Solyc12g098450.1,0.2,0.4,35,11,,,0.1,,0.1,
Solyc12g098470.1,Solyc12g098470.1,22,5,11,16,8,14,16,14,17,13
Solyc12g098480.1,Solyc12g098480.1,0.8,0.3,,,,2,,,,
Solyc12g098490.1,Solyc12g098490.1,55,7,44,33,13,20,4,9,0.3,0.2
Solyc12g098500.1,Solyc12g098500.1,73,12,217,98,16,24,12,11,5,10
Solyc12g098510.1,Solyc12g098510.1,10,11,8,13,27,37,19,18,8,1
Solyc12g098520.1,Solyc12g098520.1,53,8,13,29,17,44,112,69,67,51
Solyc12g098530.1,Solyc12g098530.1,15,6,9,8,19,22,23,18,12,8
Solyc12g098540.1,Solyc12g098540.1,90,,3,2,11,0.9,,,,
Solyc12g098550.1,Solyc12g098550.1,0.1,,,,2,2,1,,,
Solyc12g098560.1,Solyc12g098560.1,,,14,,,,,,,
Solyc12g098570.1,Solyc12g098570.1,20,9,6,4,11,13,12,34,15,16
Solyc12g098580.1,Solyc12g098580.1,2,0.5,0.3,0.2,0.2,0.6,,0.8,0.2,2
Solyc12g098590.1,Solyc12g098590.1,,45,0.6,1,,,,,,
Solyc12g098600.1,Solyc12g098600.1,0.1,28,17,28,40,76,60,11,0.1,
Solyc12g098610.1,Solyc12g098610.1,0.8,1,3,1,5,4,1,,0.1,0.5
Solyc12g098620.1,Solyc12g098620.1,15,,0.1,0.1,0.4,,,,0.1,9
Solyc12g098630.1,Solyc12g098630.1,5,0.3,0.9,0.5,5,3,1,0.5,0.2,
Solyc12g098640.1,Solyc12g098640.1,157,94,152,65,204,111,85,65,39,24
Solyc12g098650.1,Solyc12g098650.1,0.1,,76,156,0.4,,0.6,0.1,0.1,
Solyc12g098660.1,Solyc12g098660.1,0.8,32,10,26,6,5,3,4,2,0.5
Solyc12g098670.1,Solyc12g098670.1,47,22,25,27,36,53,52,76,69,74
Solyc12g098680.1,Solyc12g098680.1,101,39,60,84,123,148,264,326,232,109
Solyc12g098690.1,Solyc12g098690.1,39,28,36,52,44,49,61,61,49,55
Solyc12g098700.1,Solyc12g098700.1,36,10,14,28,14,22,32,27,51,71
Solyc12g098710.1,Solyc12g098710.1,54,41,119,430,19,25,16,24,1085,2712
Solyc12g098720.1,Solyc12g098720.1,31,21,44,23,29,20,13,24,30,41
Solyc12g098740.1,Solyc12g098740.1,139,28,47,78,74,127,241,233,158,78
Solyc12g098760.1,Solyc12g098760.1,2,0.3,0.1,,,0.2,0.2,,,
Solyc12g098770.1,Solyc12g098770.1,319,,,,,,,,,
Solyc12g098780.1,Solyc12g098780.1,420,0.2,0.4,1,0.6,0.5,0.8,5,1,0.9
Solyc12g098790.1,Solyc12g098790.1,0.3,,,,,,,,,0.3
Solyc12g098800.1,Solyc12g098800.1,83,,,,,,,,,
Solyc12g098810.1,Solyc12g098810.1,35,6,13,10,24,64,40,57,51,28
Solyc12g098820.1,Solyc12g098820.1,129,66,83,116,78,85,83,93,93,84
Solyc12g098830.1,Solyc12g098830.1,26,27,23,21,62,65,47,56,57,69
Solyc12g098840.1,Solyc12g098840.1,32,,,,,,,0.7,,
Solyc12g098850.1,Solyc12g098850.1,139,85,57,110,13,20,60,23,33,16
Solyc12g098860.1,Solyc12g098860.1,13,5,8,7,9,10,13,11,6,8
Solyc12g098870.1,Solyc12g098870.1,0.2,,0.1,,,,,,,
Solyc12g098880.1,Solyc12g098880.1,,2,6,6,,,0.3,,,
Solyc12g098890.1,Solyc12g098890.1,14,441,134,68,263,126,99,37,33,37
Solyc12g098900.1,Solyc12g098900.1,0.1,5,1,6,,0.4,0.3,0.2,0.5,
Solyc12g098910.1,Solyc12g098910.1,13,21,6,16,3,3,2,0.4,0.2,0.1
Solyc12g098920.1,Solyc12g098920.1,23,33,18,33,14,27,25,28,24,37
